Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-23 00:00:00-03:00,2342.64306640625,2402.713120233207,2337.089586201415,2342.64306640625,108963,0.0,0.0
2020-12-24 00:00:00-03:00,2360.229248046875,2364.8571485332413,2332.4618451286765,2360.229248046875,21729,0.0,0.0
2020-12-28 00:00:00-03:00,2391.69921875,2404.657341452206,2360.2294921875,2391.69921875,52360,0.0,0.0
2020-12-29 00:00:00-03:00,2442.60595703125,2466.671040351755,2361.154905792618,2442.60595703125,63180,0.0,0.0
2020-12-30 00:00:00-03:00,2434.27587890625,2471.206437783096,2369.4852661596956,2434.27587890625,733829,0.0,0.0
2021-01-04 00:00:00-03:00,2467.596435546875,2508.32195811404,2452.78715461336,2467.596435546875,405097,0.0,0.0
2021-01-05 00:00:00-03:00,2531.461669921875,2531.461669921875,2434.275755720121,2531.461669921875,249634,0.0,0.0
2021-01-06 00:00:00-03:00,2576.259521484375,2600.88004216544,2545.3452369946476,2576.259521484375,221326,0.0,0.0
2021-01-07 00:00:00-03:00,2642.53125,2644.382410245184,2584.3123506776506,2642.53125,198520,0.0,0.0
2021-01-08 00:00:00-03:00,2684.182373046875,2702.508904788227,2591.6243601831898,2684.182373046875,543834,0.0,0.0
2021-01-11 00:00:00-03:00,2618.46630859375,2684.1825008560886,2596.3450328546937,2618.46630859375,409291,0.0,0.0
2021-01-12 00:00:00-03:00,2558.303466796875,2654.563799845672,2519.891891589903,2558.303466796875,170162,0.0,0.0
2021-01-13 00:00:00-03:00,2582.36865234375,2627.6294318832374,2522.2059418052754,2582.36865234375,749440,0.0,0.0
2021-01-14 00:00:00-03:00,2582.36865234375,2610.136057207661,2561.080308614751,2582.36865234375,358220,0.0,0.0
2021-01-15 00:00:00-03:00,2517.4853515625,2586.9965109943623,2481.017584157563,2517.4853515625,364282,0.0,0.0
2021-01-18 00:00:00-03:00,2545.345458984375,2562.9314821555395,2452.787442294034,2545.345458984375,121274,0.0,0.0
2021-01-19 00:00:00-03:00,2563.85693359375,2596.159589408107,2546.4559821353064,2563.85693359375,163652,0.0,0.0
2021-01-20 00:00:00-03:00,2577.740478515625,2600.879980118099,2513.5977348792276,2577.740478515625,250804,0.0,0.0
2021-01-21 00:00:00-03:00,2554.60107421875,2596.2521786897078,2537.940632430367,2554.60107421875,200010,0.0,0.0
2021-01-22 00:00:00-03:00,2465.190185546875,2541.643199564114,2462.043303292259,2465.190185546875,128681,0.0,0.0
2021-01-25 00:00:00-03:00,2518.503662109375,2531.4617845899083,2466.6711721872416,2518.503662109375,332581,0.0,0.0
2021-01-26 00:00:00-03:00,2535.1640625,2535.1640625,2471.2990313526834,2535.1640625,226802,0.0,0.0
2021-01-27 00:00:00-03:00,2448.1591796875,2526.833482248346,2448.1591796875,2448.1591796875,584934,0.0,0.0
2021-01-28 00:00:00-03:00,2415.85693359375,2476.759929048274,2407.4340635134135,2415.85693359375,200811,0.0,0.0
2021-01-29 00:00:00-03:00,2328.296875,2420.392100228583,2328.296875,2328.296875,1592368,0.0,0.0
2021-02-01 00:00:00-03:00,2415.76416015625,2425.019961536159,2328.2968371161096,2415.76416015625,192403,0.0,0.0
2021-02-02 00:00:00-03:00,2425.02001953125,2471.2063791328715,2376.889851204676,2425.02001953125,245673,0.0,0.0
2021-02-03 00:00:00-03:00,2415.76416015625,2479.351470441882,2406.6010071788255,2415.76416015625,676031,0.0,0.0
2021-02-04 00:00:00-03:00,2423.1689453125,2441.773197580786,2406.508501838235,2423.1689453125,60073,0.0,0.0
2021-02-05 00:00:00-03:00,2489.810302734375,2489.810302734375,2433.3499204047107,2489.810302734375,47571,0.0,0.0
2021-02-08 00:00:00-03:00,2531.461669921875,2534.2384103276395,2464.91254858574,2531.461669921875,266323,0.0,0.0
2021-02-09 00:00:00-03:00,2586.996337890625,2586.996337890625,2499.0662298048974,2586.996337890625,259159,0.0,0.0
2021-02-10 00:00:00-03:00,2581.07275390625,2610.1358786199326,2554.786143517268,2581.07275390625,96060,0.0,0.0
2021-02-11 00:00:00-03:00,2559.136474609375,2580.424818128112,2531.461718423704,2559.136474609375,446589,0.0,0.0
2021-02-12 00:00:00-03:00,2582.36865234375,2584.2198126680105,2499.066437752016,2582.36865234375,455233,0.0,0.0
2021-02-15 00:00:00-03:00,2568.4844940915837,2582.368194059646,2532.386874174621,2568.391845703125,5745,0.0,0.0
2021-02-16 00:00:00-03:00,2600.88037109375,2605.045482008313,2547.1967193060495,2600.88037109375,65815,0.0,0.0
2021-02-17 00:00:00-03:00,2526.833984375,2599.9548212854857,2508.3223800938645,2526.833984375,138958,0.0,0.0
2021-02-18 00:00:00-03:00,2553.583251953125,2568.485184312064,2480.7401317401363,2553.583251953125,275441,0.0,0.0
2021-02-19 00:00:00-03:00,2626.889404296875,2626.889404296875,2499.0666810725775,2626.889404296875,143286,0.0,0.0
2021-02-22 00:00:00-03:00,2591.624267578125,2624.0195709228515,2573.1126656668525,2591.624267578125,251593,0.0,0.0
2021-02-23 00:00:00-03:00,2636.88525390625,2637.9034824811592,2565.7082292764117,2636.88525390625,510461,0.0,0.0
2021-02-24 00:00:00-03:00,2748.972900390625,2759.154281503183,2661.042790782171,2748.972900390625,719131,0.0,0.0
2021-02-25 00:00:00-03:00,2731.386962890625,2758.2287866533593,2693.530825972557,2731.386962890625,544076,0.0,0.0
2021-02-26 00:00:00-03:00,2775.814697265625,2775.814697265625,2694.271000731862,2775.814697265625,1101447,0.0,0.0
2021-03-01 00:00:00-03:00,2818.3916015625,2823.019502386084,2750.916897943337,2818.3916015625,259716,0.0,0.0
2021-03-02 00:00:00-03:00,2853.65625,2860.968242794126,2795.2520521637853,2853.65625,182328,0.0,0.0
2021-03-03 00:00:00-03:00,2934.0888671875,2980.3678714018138,2827.739805891687,2934.0888671875,612264,0.0,0.0
2021-03-04 00:00:00-03:00,2915.57763671875,3022.0193599640374,2841.531220548115,2915.57763671875,339009,0.0,0.0
2021-03-05 00:00:00-03:00,2980.368408203125,2980.368408203125,2880.4057410956907,2980.368408203125,317817,0.0,0.0
2021-03-08 00:00:00-03:00,2938.717041015625,2975.1848093406425,2883.1822307917078,2938.717041015625,232058,0.0,0.0
2021-03-09 00:00:00-03:00,3031.27490234375,3053.5814736931925,2911.875066495706,3031.27490234375,371209,0.0,0.0
2021-03-10 00:00:00-03:00,3082.181640625,3098.8420819256758,3008.135234844219,3082.181640625,579714,0.0,0.0
2021-03-11 00:00:00-03:00,3022.019287109375,3145.9543827984635,2992.4007213551636,3022.019287109375,285173,0.0,0.0
2021-03-12 00:00:00-03:00,2988.698486328125,2991.7529462034504,2915.670298435216,2988.698486328125,139632,0.0,0.0
2021-03-15 00:00:00-03:00,2971.1123046875,3003.414961785914,2923.167207348978,2971.1123046875,222164,0.0,0.0
2021-03-16 00:00:00-03:00,2929.553466796875,3007.209541546946,2929.460818404458,2929.553466796875,107696,0.0,0.0
2021-03-17 00:00:00-03:00,2864.6708984375,2934.089417785743,2856.4333245302055,2864.6708984375,932453,0.0,0.0
2021-03-18 00:00:00-03:00,2886.884521484375,2909.9313770992017,2841.5310936059736,2886.884521484375,287117,0.0,0.0
2021-03-19 00:00:00-03:00,2832.275390625,2886.8846220128676,2832.275390625,2832.275390625,3899209,0.0,0.0
2021-03-22 00:00:00-03:00,2869.29833984375,2904.4703840095763,2804.5077321698586,2869.29833984375,473968,0.0,0.0
2021-03-23 00:00:00-03:00,2869.29833984375,2915.577345325101,2846.1588371030743,2869.29833984375,617898,0.0,0.0
2021-03-24 00:00:00-03:00,2942.419189453125,2980.4606226183178,2870.2239403882168,2942.419189453125,677699,0.0,0.0
2021-03-25 00:00:00-03:00,2913.726318359375,2961.856486261118,2869.298471065458,2913.726318359375,360413,0.0,0.0
2021-03-26 00:00:00-03:00,2961.856689453125,3044.8811895850113,2892.4381732940674,2961.856689453125,572277,0.0,0.0
2021-03-29 00:00:00-03:00,3017.39111328125,3054.4143171251917,2971.112108476323,3017.39111328125,477416,0.0,0.0
2021-03-30 00:00:00-03:00,3026.64697265625,3054.414376075115,2980.3679669581425,3026.64697265625,456919,0.0,0.0
2021-03-31 00:00:00-03:00,3028.49853515625,3100.601145222528,3025.721794445532,3028.49853515625,1496658,0.0,0.0
2021-04-01 00:00:00-03:00,3008.135498046875,3064.3181681545148,2952.6006888521633,3008.135498046875,473981,0.0,0.0
2021-04-05 00:00:00-04:00,2981.293701171875,3008.1355258642016,2972.0378995538313,2981.293701171875,26872,0.0,0.0
2021-04-06 00:00:00-04:00,2980.368408203125,3008.043167319172,2962.7823834342244,2980.368408203125,103438,0.0,0.0
2021-04-07 00:00:00-04:00,3054.41455078125,3059.042451615767,2961.9491824962874,3054.41455078125,278449,0.0,0.0
2021-04-08 00:00:00-04:00,3137.716552734375,3145.1211935667866,3066.4468847224143,3137.716552734375,253712,0.0,0.0
2021-04-09 00:00:00-04:00,3183.995849609375,3183.995849609375,3137.7168401673785,3183.995849609375,248194,0.0,0.0
2021-04-12 00:00:00-04:00,3239.53076171875,3273.7772297712054,3161.8746718479565,3239.53076171875,136246,0.0,0.0
2021-04-13 00:00:00-04:00,3237.67919921875,3271.9256630183763,3184.0882016615296,3237.67919921875,933925,0.0,0.0
2021-04-14 00:00:00-04:00,3196.0283203125,3241.3817485474588,3189.549259136077,3196.0283203125,212332,0.0,0.0
2021-04-15 00:00:00-04:00,3174.27734375,3221.0191445546,3149.101607124839,3174.27734375,254414,0.0,0.0
2021-04-16 00:00:00-04:00,3193.251953125,3215.3732313391088,3172.981835463427,3193.251953125,171938,0.0,0.0
2021-04-19 00:00:00-04:00,3194.177001953125,3218.519804363163,3146.9724157173646,3194.177001953125,168414,0.0,0.0
2021-04-20 00:00:00-04:00,3193.251953125,3215.3732313391088,3146.972939311594,3193.251953125,806719,0.0,0.0
2021-04-21 00:00:00-04:00,3134.939697265625,3193.251241678892,3128.5532851709463,3134.939697265625,618104,0.0,0.0
2021-04-22 00:00:00-04:00,3081.25634765625,3119.2051341548704,3054.414523059665,3081.25634765625,214412,0.0,0.0
2021-04-23 00:00:00-04:00,3146.972412109375,3164.5584344123395,3073.8515825338927,3146.972412109375,335113,0.0,0.0
2021-04-26 00:00:00-04:00,3174.739990234375,3202.6000438026713,3174.739990234375,3174.739990234375,294360,0.0,0.0
2021-04-27 00:00:00-04:00,3054.41455078125,3193.251575816761,3054.41455078125,3054.41455078125,406620,0.0,0.0
2021-04-28 00:00:00-04:00,2960.930908203125,3100.6008628434633,2892.5306253138465,2960.930908203125,323208,0.0,0.0
2021-04-29 00:00:00-04:00,2971.1123046875,3082.1819235543226,2944.270480128018,2971.1123046875,133341,0.0,0.0
2021-04-30 00:00:00-04:00,2971.1123046875,3031.275014907029,2897.0658921096183,2971.1123046875,969037,0.0,0.0
2021-05-03 00:00:00-04:00,2984.995849609375,3012.7632528615554,2925.758722671391,2984.995849609375,92323,0.0,0.0
2021-05-04 00:00:00-04:00,3017.39111328125,3054.4143171251917,2985.0884583160923,3017.39111328125,417039,0.0,0.0
2021-05-05 00:00:00-04:00,3072.92578125,3100.693182887801,2987.216977805976,3072.92578125,413521,0.0,0.0
2021-05-06 00:00:00-04:00,3082.181640625,3109.949042792793,3045.2510861305145,3082.181640625,219057,0.0,0.0
2021-05-07 00:00:00-04:00,3091.437744140625,3137.716752286443,3056.358346354783,3091.437744140625,178390,0.0,0.0
2021-05-10 00:00:00-04:00,3091.437744140625,3123.8816185169135,3040.454512977886,3091.437744140625,73924,5.0,0.0
2021-05-11 00:00:00-04:00,3048.79736328125,3076.6063997356246,3014.499551654188,3048.79736328125,204796,0.0,0.0
2021-05-12 00:00:00-04:00,3058.993896484375,3133.1513242779356,2989.378520618966,3058.993896484375,241753,0.0,0.0
2021-05-13 00:00:00-04:00,2994.10595703125,3084.856013006544,2973.06383349316,2994.10595703125,231456,0.0,0.0
2021-05-14 00:00:00-04:00,3151.690673828125,3151.690673828125,2994.1061401367188,3151.690673828125,1411802,0.0,0.0
2021-05-17 00:00:00-04:00,2865.999267578125,2964.443208799612,2780.9035729827506,2865.999267578125,152144,0.0,0.0
2021-05-18 00:00:00-04:00,2780.904052734375,2965.370688232422,2766.999532470703,2780.904052734375,1059356,0.0,0.0
2021-05-19 00:00:00-04:00,2660.39794921875,2808.7128174678787,2624.338987399892,2660.39794921875,335310,0.0,0.0
2021-05-20 00:00:00-04:00,2698.4033203125,2725.285387055565,2615.903184445852,2698.4033203125,476035,0.0,0.0
2021-05-24 00:00:00-04:00,2734.55517578125,2780.9035685911017,2688.2067829713983,2734.55517578125,238582,0.0,0.0
2021-05-25 00:00:00-04:00,2808.712646484375,2855.0610399907177,2736.4091526144803,2808.712646484375,359645,0.0,0.0
2021-05-26 00:00:00-04:00,2855.06103515625,2855.5245190905284,2799.350175731755,2855.06103515625,490765,0.0,0.0
2021-05-27 00:00:00-04:00,2873.600341796875,2975.474018228631,2843.566673910041,2873.600341796875,3919865,0.0,0.0
2021-05-28 00:00:00-04:00,2937.56103515625,2945.903745574807,2874.8053587143186,2937.56103515625,291168,0.0,0.0
2021-05-31 00:00:00-04:00,3033.4091796875,3033.4091796875,2910.6787399048776,3033.4091796875,610996,0.0,0.0
2021-06-01 00:00:00-04:00,3077.533203125,3077.533203125,2994.1060982210092,3077.533203125,563618,0.0,0.0
2021-06-02 00:00:00-04:00,3114.6123046875,3114.6123046875,3028.4042855399,3114.6123046875,1078273,0.0,0.0
2021-06-03 00:00:00-04:00,2921.153564453125,3086.7098715721454,2903.3558286190187,2921.153564453125,297229,0.0,0.0
2021-06-04 00:00:00-04:00,2954.246337890625,2954.246337890625,2832.813557763963,2954.246337890625,121092,0.0,0.0
2021-06-07 00:00:00-04:00,2827.251953125,3047.8703022540985,2757.8221514232823,2827.251953125,394623,0.0,0.0
2021-06-08 00:00:00-04:00,2808.712646484375,2910.771899509548,2790.0805017706193,2808.712646484375,254060,0.0,0.0
2021-06-09 00:00:00-04:00,2864.330810546875,2886.5780401433553,2810.5666723553804,2864.330810546875,351143,0.0,0.0
2021-06-10 00:00:00-04:00,2910.67919921875,2965.3703051913317,2855.061125348328,2910.67919921875,438604,0.0,0.0
2021-06-11 00:00:00-04:00,2901.40966796875,2965.370456176368,2888.895600710738,2901.40966796875,598015,0.0,0.0
2021-06-14 00:00:00-04:00,2954.246337890625,2966.296919124569,2926.437304273832,2954.246337890625,273305,0.0,0.0
2021-06-15 00:00:00-04:00,3013.572509765625,3059.0867221690955,2938.395325872613,3013.572509765625,216025,0.0,0.0
2021-06-16 00:00:00-04:00,3047.870361328125,3132.2244376300896,2982.1484297665147,3047.870361328125,197301,0.0,0.0
2021-06-17 00:00:00-04:00,3058.993896484375,3077.533253432765,3004.302793486624,3058.993896484375,444962,0.0,0.0
2021-06-18 00:00:00-04:00,3011.718505859375,3089.583804256478,2957.0274034137906,3011.718505859375,2508843,0.0,0.0
2021-06-22 00:00:00-04:00,3077.533203125,3077.533203125,2967.1312437778497,3077.533203125,663583,0.0,0.0
2021-06-23 00:00:00-04:00,3026.550048828125,3105.435103871556,2989.4713346005215,3026.550048828125,308711,0.0,0.0
2021-06-24 00:00:00-04:00,3054.359130859375,3077.1626309796784,2967.2241511019297,3054.359130859375,520000,0.0,0.0
2021-06-25 00:00:00-04:00,2963.51611328125,3063.257940993147,2938.487982202553,2963.51611328125,830609,0.0,0.0
2021-06-29 00:00:00-04:00,2929.218505859375,3008.0107757954656,2902.4292246053114,2929.218505859375,429024,0.0,0.0
2021-06-30 00:00:00-04:00,3030.1650390625,3031.18479419637,2938.5807988061324,3030.1650390625,377479,0.0,0.0
2021-07-01 00:00:00-04:00,2956.100341796875,3029.330798680523,2919.948597259378,2956.100341796875,227888,0.0,0.0
2021-07-02 00:00:00-04:00,2896.774658203125,2957.02757109375,2878.235300390625,2896.774658203125,206246,0.0,0.0
2021-07-05 00:00:00-04:00,2891.212646484375,2891.212646484375,2786.465282248166,2891.212646484375,60699,0.0,0.0
2021-07-06 00:00:00-04:00,2807.78564453125,2891.2127518299667,2735.482151539029,2807.78564453125,394907,0.0,0.0
2021-07-07 00:00:00-04:00,2919.948974609375,2919.948974609375,2810.473971735523,2919.948974609375,292548,0.0,0.0
2021-07-08 00:00:00-04:00,2919.948974609375,2920.0417619264313,2830.9600534784227,2919.948974609375,348385,0.0,0.0
2021-07-09 00:00:00-04:00,2919.948974609375,2966.297371031746,2889.2662456535536,2919.948974609375,262165,0.0,0.0
2021-07-12 00:00:00-04:00,2873.600341796875,2961.5695004457425,2845.7913062310986,2873.600341796875,175219,0.0,0.0
2021-07-13 00:00:00-04:00,2836.52197265625,2898.7216136266206,2814.274741498162,2836.52197265625,464601,0.0,0.0
2021-07-14 00:00:00-04:00,2780.904052734375,2836.5221337890625,2779.977084716797,2780.904052734375,403663,0.0,0.0
2021-07-15 00:00:00-04:00,2841.156494140625,2854.134044195427,2780.810795861589,2841.156494140625,325654,0.0,0.0
2021-07-19 00:00:00-04:00,2919.948974609375,2933.8534935360863,2877.3084499007937,2919.948974609375,559846,0.0,0.0
2021-07-20 00:00:00-04:00,2910.67919921875,2964.4433372934914,2906.0443597295484,2910.67919921875,135170,0.0,0.0
2021-07-21 00:00:00-04:00,2835.5947265625,2919.9488030963957,2827.25201569651,2835.5947265625,267994,0.0,0.0
2021-07-22 00:00:00-04:00,2774.044189453125,2864.887042388711,2743.824945809529,2774.044189453125,524297,0.0,0.0
2021-07-23 00:00:00-04:00,2697.4765625,2780.9036726804125,2689.1338514819586,2697.4765625,164937,0.0,0.0
2021-07-26 00:00:00-04:00,2685.426025390625,2725.192858059117,2662.25182772588,2685.426025390625,187806,0.0,0.0
2021-07-27 00:00:00-04:00,2697.4765625,2725.1928119135064,2689.226638795256,2697.4765625,602199,0.0,0.0
2021-07-28 00:00:00-04:00,2697.4765625,2749.3867643900344,2679.0299919954277,2697.4765625,96516,0.0,0.0
2021-07-29 00:00:00-04:00,2678.93701171875,2741.9708237591913,2663.2713460152536,2678.93701171875,320341,0.0,0.0
2021-07-30 00:00:00-04:00,2734.55517578125,2743.732067033396,2632.5887115995765,2734.55517578125,992932,0.0,0.0
2021-08-02 00:00:00-04:00,2734.55517578125,2813.347443557998,2712.307947232521,2734.55517578125,343342,0.0,0.0
2021-08-03 00:00:00-04:00,2766.999267578125,2766.999267578125,2716.1088188091917,2766.999267578125,822172,0.0,0.0
2021-08-04 00:00:00-04:00,2790.17333984375,2800.740683231243,2741.136829146119,2790.17333984375,693598,0.0,0.0
2021-08-05 00:00:00-04:00,2794.807861328125,2835.5944437156663,2781.8303123866344,2794.807861328125,457155,0.0,0.0
2021-08-06 00:00:00-04:00,2817.982177734375,2843.0103089182003,2767.925915366725,2817.982177734375,126312,0.0,0.0
2021-08-09 00:00:00-04:00,2771.634033203125,2817.9824284071906,2744.010344399397,2771.634033203125,483518,0.0,0.0
2021-08-10 00:00:00-04:00,2817.055419921875,2826.2323115158724,2757.729474915294,2817.055419921875,332031,0.0,0.0
2021-08-11 00:00:00-04:00,2892.047119140625,2908.82532899396,2827.252152145181,2892.047119140625,511846,0.0,0.0
2021-08-12 00:00:00-04:00,2945.347412109375,2945.347412109375,2846.3474316164934,2945.347412109375,584080,0.0,0.0
2021-08-13 00:00:00-04:00,2938.48779296875,2984.8361808704653,2938.48779296875,2938.48779296875,149202,0.0,0.0
2021-08-16 00:00:00-04:00,2849.4990234375,2956.007533366446,2841.24910052364,2849.4990234375,267560,0.0,0.0
2021-08-17 00:00:00-04:00,2873.600341796875,2906.9711844758062,2848.5722097876765,2873.600341796875,366381,0.0,0.0
2021-08-18 00:00:00-04:00,2874.527099609375,2897.0524620338433,2845.8838855937697,2874.527099609375,150051,0.0,0.0
2021-08-19 00:00:00-04:00,2873.600341796875,2894.8278150878796,2845.8840935405224,2873.600341796875,455596,0.0,0.0
2021-08-20 00:00:00-04:00,2864.330810546875,2882.9629558581364,2846.718420449661,2864.330810546875,125812,0.0,0.0
2021-08-23 00:00:00-04:00,2864.330810546875,2892.9740281281347,2864.330810546875,2864.330810546875,240448,0.0,0.0
2021-08-24 00:00:00-04:00,2817.982177734375,2864.330568815533,2799.4428213019123,2817.982177734375,231373,0.0,0.0
2021-08-25 00:00:00-04:00,2859.69580078125,2873.600318451175,2801.296826567565,2859.69580078125,506509,0.0,0.0
2021-08-26 00:00:00-04:00,2841.156494140625,2883.70422843895,2833.8335385624773,2841.156494140625,540832,0.0,0.0
2021-08-27 00:00:00-04:00,2843.937744140625,2858.7692317241485,2822.61748073931,2843.937744140625,107775,0.0,0.0
2021-08-30 00:00:00-04:00,2845.791748046875,2892.0473605283696,2829.1991114407874,2845.791748046875,330885,0.0,0.0
2021-08-31 00:00:00-04:00,2841.156494140625,2859.8811996718796,2822.617136919479,2841.156494140625,1351217,0.0,0.0
2021-09-01 00:00:00-04:00,2827.251953125,2862.476731557377,2799.442917520492,2827.251953125,230663,0.0,0.0
2021-09-02 00:00:00-04:00,2771.634033203125,2831.8869469684105,2734.5553170398725,2771.634033203125,698789,0.0,0.0
2021-09-03 00:00:00-04:00,2776.17626953125,2779.8841413934897,2734.555498401824,2776.17626953125,114383,0.0,0.0
2021-09-06 00:00:00-03:00,2794.807861328125,2807.785410269615,2771.633666789749,2794.807861328125,111855,0.0,0.0
2021-09-07 00:00:00-03:00,2743.361328125,2794.8080433508617,2707.673066211564,2743.361328125,243924,0.0,0.0
2021-09-08 00:00:00-03:00,2688.206787109375,2743.8248585668102,2651.2208601143852,2688.206787109375,324553,0.0,0.0
2021-09-09 00:00:00-03:00,2654.465087890625,2678.936947335162,2604.779523187476,2654.465087890625,220619,0.0,0.0
2021-09-10 00:00:00-03:00,2678.010009765625,2704.706728022273,2634.442522587022,2678.010009765625,109142,0.0,0.0
2021-09-13 00:00:00-03:00,2632.5888671875,2729.920497840559,2623.319188077685,2632.5888671875,219325,0.0,0.0
2021-09-14 00:00:00-03:00,2618.684326171875,2668.740592937638,2618.684326171875,2618.684326171875,190210,0.0,0.0
2021-09-15 00:00:00-03:00,2621.465087890625,2641.765593344074,2595.6953363189896,2621.465087890625,168021,0.0,0.0
2021-09-16 00:00:00-03:00,2664.10546875,2674.3021145942066,2588.0941088204595,2664.10546875,1290863,0.0,0.0
2021-09-20 00:00:00-03:00,2612.1953125,2652.9818965134846,2549.161500842796,2612.1953125,334518,0.0,0.0
2021-09-21 00:00:00-03:00,2600.144775390625,2640.9313601026347,2576.9705795315285,2600.144775390625,359268,0.0,0.0
2021-09-22 00:00:00-03:00,2604.780029296875,2618.6845490262176,2582.0693137389485,2604.780029296875,219709,0.0,0.0
2021-09-23 00:00:00-03:00,2595.510009765625,2623.3190455845424,2572.428600560129,2595.510009765625,881273,0.0,0.0
2021-09-24 00:00:00-03:00,2618.935302734375,2619.8723099983226,2581.455012176459,2618.935302734375,253531,30.0,0.0
2021-09-27 00:00:00-03:00,2595.510009765625,2622.683219254146,2591.8557730976427,2595.510009765625,249686,0.0,0.0
2021-09-28 00:00:00-03:00,2623.62060546875,2632.053671700614,2560.841112409319,2623.62060546875,453666,0.0,0.0
2021-09-29 00:00:00-03:00,2651.730712890625,2670.4708592714774,2600.289102579806,2651.730712890625,538327,0.0,0.0
2021-09-30 00:00:00-03:00,2661.100341796875,2670.001909841618,2590.824804601535,2661.100341796875,713265,0.0,0.0
2021-10-01 00:00:00-03:00,2659.039306640625,2659.226662344436,2614.718816515909,2659.039306640625,300921,0.0,0.0
2021-10-04 00:00:00-03:00,2617.061279296875,2658.1958065395324,2560.8408436513996,2617.061279296875,139826,0.0,0.0
2021-10-05 00:00:00-03:00,2520.549560546875,2632.8966409045524,2469.014160610043,2520.549560546875,293398,0.0,0.0
2021-10-06 00:00:00-03:00,2403.423583984375,2497.124308506183,2392.366852738495,2403.423583984375,399494,0.0,0.0
2021-10-07 00:00:00-03:00,2389.368408203125,2426.8486969592523,2346.1722839070767,2389.368408203125,293203,0.0,0.0
2021-10-08 00:00:00-03:00,2372.50244140625,2417.4787910063683,2361.3521462391714,2372.50244140625,173459,0.0,0.0
2021-10-12 00:00:00-03:00,2300.3525390625,2372.5020891675154,2300.3525390625,2300.3525390625,783506,0.0,0.0
2021-10-13 00:00:00-03:00,2286.2978515625,2300.352961305712,2203.8412077356556,2286.2978515625,616943,0.0,0.0
2021-10-14 00:00:00-03:00,2245.069580078125,2286.297902917623,2217.8963672975465,2245.069580078125,107862,0.0,0.0
2021-10-15 00:00:00-03:00,2220.70703125,2327.5258504746835,2220.70703125,2220.70703125,477374,0.0,0.0
2021-10-18 00:00:00-03:00,2216.022216796875,2295.6678355823865,2201.0301003196023,2216.022216796875,771504,0.0,0.0
2021-10-19 00:00:00-03:00,2191.659912109375,2239.447280864218,2169.171738577684,2191.659912109375,375862,0.0,0.0
2021-10-20 00:00:00-03:00,2191.659912109375,2217.896114563014,2183.414202728782,2191.659912109375,502110,0.0,0.0
2021-10-21 00:00:00-03:00,2179.478759765625,2191.753645661004,2164.95514808189,2179.478759765625,312007,0.0,0.0
2021-10-22 00:00:00-03:00,2211.337158203125,2229.046504109542,2157.6465958554613,2211.337158203125,889843,0.0,0.0
2021-10-25 00:00:00-03:00,2258.187744140625,2286.204172781147,2219.7704422693528,2258.187744140625,783380,0.0,0.0
2021-10-26 00:00:00-03:00,2276.833984375,2332.2112082243616,2272.2427400337792,2276.833984375,708855,0.0,0.0
2021-10-27 00:00:00-03:00,2173.763427734375,2309.629503983203,2165.424153179595,2173.763427734375,441658,0.0,0.0
2021-10-28 00:00:00-03:00,2164.58056640625,2223.799379583765,2156.1475010523195,2164.58056640625,363644,0.0,0.0
2021-10-29 00:00:00-03:00,2107.8916015625,2182.2898857240466,2107.8916015625,2107.8916015625,652888,0.0,0.0
